"id","badestellen_id","date","sicht","eco","ente","temp","algen","cb","sicht_txt","eco_txt","ente_txt","temp_txt","algen_txt","cb_txt","bsl","state","wasserqualitaet","wasserqualitaet_txt"
359,347246,"2018-08-30",220,15,30,19.9,0,300,"220","<15","30","19,9","","<300","B911","gruen",1,1
360,344357,"2018-08-28",150,15,15,21.2,0,2300,"150","<15","<15","21,2","","2300","B336","gruen",1,1
361,344341,"2018-08-29",120,15,15,21,0,4300,"120","<15","<15","21","","4300","B302","gruen",1,1
362,344343,"2018-08-29",200,15,15,20.2,0,300,"200","15","<15","20,2","","<300","B309","gruen",1,1
363,344348,"2018-08-29",200,15,15,20.9,0,300,"200","<15","<15","20,9","","<300","B311","gruen",1,1
364,344344,"2018-08-29",200,15,15,20.4,0,300,">200","<15","<15","20,4","","<300","B314","gruen",1,1
365,344361,"2018-08-28",220,15,15,21.1,0,2300,"220","<15","<15","21,1","","2300","B350","gruen",1,1
366,344318,"2018-08-30",120,46,15,20.4,0,300,"120","46","<15","20,4","","<300","B910","gruen",1,1
367,344350,"2018-09-06",30,15,15,22.3,,300,"30","15","<15","22,3","A","<300","B332","gelb_a",3,3
368,344337,"2018-09-03",150,15,15,20.5,0,9300,">150","<15","<15","20,5","","9300","B304","gruen",1,1
369,344351,"2018-09-04",100,15,15,20.9,0,300,">100","15","15","20,9","","<300","B329","gruen",1,1
370,344345,"2018-09-03",150,110,15,20.5,0,360,">150","110","<15","20,5","","360","B312","gruen",1,1
371,344349,"2018-09-03",150,15,15,20.5,0,300,">150","<15","<15","20,5","","<300","B313","gruen",1,1
372,344320,"2018-09-04",70,15,15,21.7,,300,"70","15","<15","21,7","A","<300","B225","gruen_a",1,1
373,344321,"2018-09-04",120,15,15,20.2,0,300,"120","<15","<15","20,2","","<300","B105","gruen",1,1
374,344322,"2018-09-04",80,15,15,20.5,,300,"80","<15","<15","20,5","A","<300","B118","gruen_a",1,1
375,344323,"2018-09-04",70,15,15,21.5,,360,"70","<15","<15","21,5","A","360","B230","gelb_a",3,3
376,344326,"2018-09-04",60,15,15,21.1,,300,"60","<15","<15","21,1","A","<300","B224","gruen_a",1,1
377,344325,"2018-09-04",70,15,15,22,,300,"70","<15","15","22","A","<300","B226","gruen_a",1,1
378,344328,"2018-09-04",130,15,15,20.7,0,300,"130","15","<15","20,7","","<300","B112","gruen",1,1
379,344329,"2018-09-04",100,15,15,20.4,0,300,"100","<15","<15","20,4","","<300","B116","gruen",1,1
380,344331,"2018-09-04",50,15,15,21.3,,300,"50","15","15","21,3","A","<300","B215","gelb_a",3,3
381,344332,"2018-09-04",60,15,15,20.8,,300,"60","<15","<15","20,8","A","<300","B220","gruen_a",1,1
382,344333,"2018-09-04",60,15,15,21.4,,300,"60","15","15","21,4","A","<300","B227","gruen_a",1,1
383,344334,"2018-09-05",100,15,15,20.9,0,300,"100","<15","<15","20,9","","<300","B920","gruen",1,1
384,344340,"2018-09-06",350,15,15,20.5,0,300,">350","<15","<15","20,5","","<300","B961","gruen",1,1
385,344338,"2018-09-06",350,15,15,20.3,0,300,">350","<15","<15","20,3","","<300","B962","gruen",1,1
386,344359,"2018-09-06",100,15,15,21.3,0,300,"100","<15","<15","21,3","","<300","B330","gruen",1,1
387,468922,"2018-09-07",110,15,15,20.3,0,300,"110","<15","<15","20,3","","<300","B930","gruen",1,1
388,344352,"2018-09-05",130,46,15,20.7,0,360,"130","46","<15","20,7","","360","B922","gruen",1,1
389,344351,"2018-09-06",30,15,15,21.4,,300,"30","<15","<15","21,4","A","<300","B329","gelb_a",3,3
390,344355,"2018-09-07",80,15,15,20.5,0,300,"80","<15","<15","20,5","","<300","B950","gruen",1,1
391,344358,"2018-09-06",200,61,15,22.5,0,300,"200","61","<15","22,5","","<300","B331","gruen",1,1
392,344336,"2018-09-05",160,46,15,21.3,0,300,"160","46","15","21,3","","<300","B926","gruen",1,1
393,344353,"2018-09-05",160,15,15,21,,300,"160","<15","<15","21","A","<300","B915","gruen_a",1,1
394,344356,"2018-09-07",50,15,15,21,0,300,"50","<15","<15","21","","<300","B955","gruen",1,1
395,344363,"2018-09-07",40,15,15,19.7,0,300,"40","<15","15","19,7","","<300","B936","gruen",1,1
396,344360,"2018-09-11",210,15,15,20.5,0,300,"210","<15","<15","20,5","","<300","B334","gruen",1,1
397,344350,"2018-09-11",120,15,15,21.1,0,2300,"120","<15","<15","21,1","","2300","B332","gruen",1,1
398,344362,"2018-09-11",170,15,15,20.5,0,300,"170","<15","<15","20,5","","<300","B333","gruen",1,1
399,344359,"2018-09-11",80,15,15,20.2,0,910,"80","15","15","20,2","","910","B330","gruen",1,1
400,344351,"2018-09-11",70,15,15,20.8,0,4300,"70","15","<15","20,8","","4300","B329","gruen",1,1
401,344358,"2018-09-11",100,15,15,20.7,0,360,"100","15","15","20,7","","360","B331","gruen",1,1
402,344357,"2018-09-11",150,15,15,20.4,0,300,"150","<15","<15","20,4","","<300","B336","gruen",1,1
403,344361,"2018-09-11",220,15,15,20.4,0,300,"220","<15","<15","20,4","","<300","B350","gruen",1,1
404,344335,"2018-09-12",120,371,15,20.8,0,910,"120","371","<15","20,8","","910","B925","gruen",1,1
405,347246,"2018-09-13",100,126,15,18.6,0,300,"100","126","<15","18,6","","<300","B911","gruen",1,1
406,344343,"2018-09-12",300,94,249,20.6,0,300,"300","94","249","20,6","","<300","B309","gruen",1,1
407,344348,"2018-09-12",130,15,15,20.4,0,360,"130","<15","<15","20,4","","360","B311","gruen",1,1
408,344344,"2018-09-12",300,46,15,20.8,0,300,">300","46","<15","20,8","","<300","B314","gruen",1,1
409,344318,"2018-09-13",80,476,197,19.6,0,360,"80","476","197","19,6","","360","B910","gruen",1,1
410,344341,"2018-09-12",80,15,46,21.3,0,300,"80","15","46","21,3","","<300","B302","gruen",1,1
411,344360,"2019-04-24",240,15,15,13.9,0,300,"240","<15","<15","13,9","","<300","B334","gruen",1,1
412,344320,"2019-04-23",100,15,15,14.1,0,300,"100","<15","<15","14,1","","<300","B225","gruen",1,1
413,344350,"2019-04-24",140,15,15,13.3,0,300,"140","<15","<15","13,3","","<300","B332","gruen",1,1
414,344337,"2019-04-15",170,15,15,10.4,0,300,"170","<15","<15","10,4","","<300","B304","gruen",1,1
415,344321,"2019-04-23",80,15,15,14,0,300,"80","15","<15","14","","<300","B105","gruen",1,1
416,344334,"2019-04-25",360,15,15,16.9,0,300,"360","<15","<15","16,9","","<300","B920","gruen",1,1
417,344322,"2019-04-23",250,15,15,11.8,0,300,"250","<15","15","11,8","","<300","B118","gruen",1,1
418,344323,"2019-04-23",110,15,15,14.6,0,300,"110","15","<15","14,6","","<300","B230","gruen",1,1
419,344340,"2019-04-24",380,46,30,14.8,0,300,">380","46","30","14,8","","<300","B961","gruen",1,1
420,344338,"2019-04-24",380,15,15,14.2,0,300,">380","<15","<15","14,2","","<300","B962","gruen",1,1
421,344326,"2019-04-23",100,15,15,14.5,0,300,"100","<15","<15","14,5","","<300","B224","gruen",1,1
422,344362,"2019-04-24",210,15,15,13,0,300,"210","<15","<15","13","","<300","B333","gruen",1,1
423,344325,"2019-04-23",80,15,15,13.6,0,300,"80","<15","<15","13,6","","<300","B226","gruen",1,1
424,344359,"2019-04-24",140,15,15,14.5,0,300,"140","15","<15","14,5","","<300","B330","gruen",1,1
425,468922,"2019-04-18",80,15,15,11.6,0,360,"80","<15","<15","11,6","","360","B930","gruen",1,1
426,344335,"2019-04-25",420,15,15,17,0,300,"420","<15","<15","17","","<300","B925","gruen",1,1
427,344352,"2019-04-25",110,15,15,17.7,0,300,"110","<15","15","17,7","","<300","B922","gruen",1,1
428,344351,"2019-04-24",140,15,15,14.5,0,300,"140","<15","<15","14,5","","<300","B329","gruen",1,1
429,344328,"2019-04-23",140,15,15,13.8,0,300,"140","<15","<15","13,8","","<300","B112","gruen",1,1
430,344355,"2019-04-18",100,15,15,14,0,300,"<100","<15","<15","14","","<300","B950","gruen",1,1
431,344358,"2019-04-24",150,15,15,14.2,0,300,"150","<15","<15","14,2","","<300","B331","gruen",1,1
432,344336,"2019-04-25",400,15,15,20.5,0,300,"400","<15","<15","20,5","","<300","B926","gruen",1,1
433,344329,"2019-04-23",250,15,15,11.8,0,300,"250","<15","<15","11,8","","<300","B116","gruen",1,1
434,347246,"2019-04-17",160,15,15,12.1,0,300,"160","<15","<15","12,1","","<300","B911","gruen",1,1
435,344353,"2019-04-25",220,15,15,16.6,0,300,">220","15","<15","16,6","","<300","B915","gruen",1,1
436,344357,"2019-04-24",190,15,15,13.2,0,300,"190","<15","15","13,2","","<300","B336","gruen",1,1
437,344341,"2019-04-15",170,15,15,10.4,0,300,"170","<15","<15","10,4","","<300","B302","gruen",1,1
438,344356,"2019-04-18",100,15,15,11,0,300,"<100","<15","<15","11","","<300","B955","gruen",1,1
439,344331,"2019-04-23",70,15,15,13.9,0,300,"70","15","<15","13,9","","<300","B215","gruen",1,1
440,344332,"2019-04-23",140,15,15,13.2,0,300,"140","<15","<15","13,2","","<300","B220","gruen",1,1
441,344343,"2019-04-16",150,15,15,11.7,0,300,">150","15","<15","11,7","","<300","B309","gruen",1,1
442,344345,"2019-04-16",120,15,15,8.9,0,300,">120","<15","<15","8,9","","<300","B312","gruen",1,1
443,344348,"2019-04-16",190,15,15,9.9,0,300,">190","<15","<15","9,9","","<300","B311","gruen",1,1
444,344344,"2019-04-16",150,15,15,11.9,0,300,">150","<15","<15","11,9","","<300","B314","gruen",1,1
445,344349,"2019-04-16",150,15,15,9.8,0,300,">150","<15","15","9,8","","<300","B313","gruen",1,1
446,344363,"2019-04-18",100,15,15,12.1,0,300,"<100","15","<15","12,1","","<300","B936","gruen",1,1
447,344361,"2019-04-24",220,15,15,13.1,0,300,">220","<15","<15","13,1","","<300","B350","gruen",1,1
448,344318,"2019-04-17",200,61,15,12,0,300,">200","61","<15","12","","<300","B910","gruen",1,1
449,344333,"2019-04-23",80,15,15,13.7,0,300,"80","<15","<15","13,7","","<300","B227","gruen",1,1
450,344337,"2019-05-13",110,15,15,15,0,300,"110","<15","<15","15","","<300","B304","gruen",1,1
451,344341,"2019-05-13",120,15,15,15,0,300,"120","<15","<15","15","","<300","B302","gruen",1,1
452,344345,"2019-05-13",100,15,15,15.5,0,300,">100","<15","<15","15,5","","<300","B312","gruen",1,1
453,344348,"2019-05-13",200,15,15,15.8,0,300,">200","<15","<15","15,8","","<300","B311","gruen",1,1
454,344349,"2019-05-13",200,15,15,15.2,0,300,">200","15","<15","15,2","","<300","B313","gruen",1,1
455,344360,"2019-05-14",250,15,15,14.4,0,300,"250","<15","<15","14,4","","<300","B334","gruen",1,1
456,344350,"2019-05-14",250,15,15,14.4,0,300,"250","<15","<15","14,4","","<300","B332","gruen",1,1
457,344334,"2019-05-15",200,127,15,14.4,0,300,"200","127","<15","14,4","","<300","B920","gruen",1,1
458,344362,"2019-05-14",220,15,15,14.3,0,300,"220","<15","<15","14,3","","<300","B333","gruen",1,1
459,344359,"2019-05-14",130,15,15,14.4,0,300,"130","<15","<15","14,4","","<300","B330","gruen",1,1
460,344335,"2019-05-15",180,15,15,16.8,0,300,">180","15","<15","16,8","","<300","B925","gruen",1,1
461,344352,"2019-05-15",150,15,15,14.6,0,300,"150","15","<15","14,6","","<300","B922","gruen",1,1
462,344351,"2019-05-14",80,30,15,14.7,0,300,"80","30","<15","14,7","","<300","B329","gruen",1,1
463,344358,"2019-05-14",190,15,15,14.4,0,300,"190","<15","<15","14,4","","<300","B331","gruen",1,1
464,347246,"2019-05-15",150,15,15,14.6,0,300,"150","<15","<15","14,6","","<300","B911","gruen",1,1
465,344353,"2019-05-15",250,15,15,14.3,0,300,">250","<15","<15","14,3","","<300","B915","gruen",1,1
466,344357,"2019-05-14",220,15,15,14.2,0,300,"220","<15","<15","14,2","","<300","B336","gruen",1,1
467,344361,"2019-05-14",250,15,15,14.2,0,300,">250","<15","<15","14,2","","<300","B350","gruen",1,1
468,344318,"2019-05-15",150,61,15,13.6,0,300,"150","61","<15","13,6","","<300","B910","gruen",1,1
469,344343,"2019-05-16",100,15,15,12.4,,300,">100","<15","15","12,4","A","<300","B309","gruen_a",1,1
470,344345,"2019-05-16",100,15,15,12,,300,">100","<15","<15","12","A","<300","B312","gruen_a",1,1
471,344348,"2019-05-16",180,15,15,13.3,,300,">180","<15","<15","13,3","A","<300","B311","gruen_a",1,1
472,344344,"2019-05-16",100,15,15,12.3,,300,">100","15","<15","12,3","A","<300","B314","gruen_a",1,1
473,344349,"2019-05-16",200,15,15,12,,300,"200","<15","<15","12","A","<300","B313","gruen_a",1,1
474,344320,"2019-05-20",180,15,15,18.8,0,300,"180","<15","<15","18,8","","<300","B225","gruen",1,1
475,344350,"2019-05-22",100,1061,15,16.3,0,4300,"100","1061","<15","16,3","","4300","B332","gruen",1,1
476,344321,"2019-05-20",150,15,15,17.9,0,300,"150","15","<15","17,9","","<300","B105","gruen",1,1
477,344322,"2019-05-20",210,15,15,16.7,0,300,"210","<15","<15","16,7","","<300","B118","gruen",1,1
478,344323,"2019-05-20",190,15,15,18.8,0,300,"190","<15","<15","18,8","","<300","B230","gruen",1,1
479,344340,"2019-05-22",200,270,15,16.5,0,360,"200","270","15","16,5","","360","B961","gruen",1,1
480,344338,"2019-05-22",200,15,15,16.9,0,300,"200","<15","<15","16,9","","<300","B962","gruen",1,1
481,344326,"2019-05-20",170,15,15,18.3,0,300,"170","<15","15","18,3","","<300","B224","gruen",1,1
482,344325,"2019-05-20",160,15,15,17.8,0,300,"160","<15","<15","17,8","","<300","B226","gruen",1,1
483,344359,"2019-05-22",100,1719,30,16.4,0,2300,"100","1719","30","16,4","","2300","B330","gruen",1,1
484,344351,"2019-05-22",100,6581,194,16.9,0,24000,"100","6581","194","16,9","","24000","B329","gruen",1,1
485,344328,"2019-05-20",250,30,15,17.8,0,300,"250","30","<15","17,8","","<300","B112","gruen",1,1
486,344358,"2019-05-22",150,360,30,16.6,0,360,"150","360","30","16,6","","360","B331","gruen",1,1
487,344329,"2019-05-20",190,15,15,15.8,0,300,"190","15","<15","15,8","","<300","B116","gruen",1,1
488,344331,"2019-05-20",110,15,15,18.3,0,300,"110","<15","<15","18,3","","<300","B215","gruen",1,1
489,344332,"2019-05-20",230,15,15,17.9,0,300,"230","<15","<15","17,9","","<300","B220","gruen",1,1
490,344333,"2019-05-20",180,15,15,17.5,0,300,"180","<15","15","17,5","","<300","B227","gruen",1,1
491,468922,"2019-05-17",140,15,15,13.6,0,300,"140","15","15","13,6","","<300","B930","gruen",1,1
492,344355,"2019-05-17",90,30,15,15.3,0,300,">90","30","<15","15,3","","<300","B950","gruen",1,1
493,344336,"2019-05-23",200,15,15,18.3,0,300,"200","<15","<15","18,3","","<300","B926","gruen",1,1
494,344356,"2019-05-17",80,15,15,14.1,0,300,">80","<15","<15","14,1","","<300","B955","gruen",1,1
495,344363,"2019-05-17",60,15,15,13.5,0,300,">60","<15","<15","13,5","","<300","B936","gruen",1,1
496,344343,"2019-05-27",200,46,94,17.6,0,300,"200","46","94","17,6","","<300","B309","gruen",1,1
497,344345,"2019-05-27",180,15,15,17.7,0,300,"180","<15","15","17,7","","<300","B312","gruen",1,1
498,344348,"2019-05-27",200,15,15,17.6,0,300,"200","15","<15","17,6","","<300","B311","gruen",1,1
499,344344,"2019-05-27",150,15,15,17.4,0,300,"150","<15","<15","17,4","","<300","B314","gruen",1,1
500,344349,"2019-05-27",120,15,15,19.1,0,300,"120","15","15","19,1","","<300","B313","gruen",1,1
501,344356,"2019-05-29",160,292,3306,18,0,300,"160","292","3306","18","","<300","B955","gelb",3,3
502,344360,"2019-05-28",280,15,15,17.7,0,300,">280","15","<15","17,7","","<300","B334","gruen",1,1
503,344350,"2019-05-28",150,15,15,18.2,0,300,"150","15","<15","18,2","","<300","B332","gruen",1,1
504,344362,"2019-05-28",200,15,15,18,0,300,"200","<15","<15","18","","<300","B333","gruen",1,1
505,344359,"2019-05-28",130,15,15,18.2,0,910,"130","15","<15","18,2","","910","B330","gruen",1,1
506,344351,"2019-05-28",170,15,15,18.2,0,300,"170","<15","<15","18,2","","<300","B329","gruen",1,1
507,344358,"2019-05-28",170,15,15,18,0,300,"170","15","<15","18","","<300","B331","gruen",1,1
508,344357,"2019-05-28",160,15,15,17.7,0,300,"160","<15","<15","17,7","","<300","B336","gruen",1,1
509,344361,"2019-05-28",220,94,15,18.1,0,300,">220","94","<15","18,1","","<300","B350","gruen",1,1
510,344334,"2019-05-29",150,15,46,19,0,300,"150","<15","46","19","","<300","B920","gruen",1,1
511,468922,"2019-05-29",80,15,15,17.6,0,300,"80","<15","<15","17,6","","<300","B930","gruen",1,1
512,344335,"2019-05-29",200,15,15,18.3,0,300,"200","<15","<15","18,3","","<300","B925","gruen",1,1
513,344352,"2019-05-29",170,15,15,18.3,0,300,"170","<15","<15","18,3","","<300","B922","gruen",1,1
514,344355,"2019-05-29",180,15,15,18.2,0,300,"180","<15","<15","18,2","","<300","B950","gruen",1,1
515,344336,"2019-05-29",200,61,15,20.2,0,300,"200","61","15","20,2","","<300","B926","gruen",1,1
516,347246,"2019-05-29",100,15,30,18.1,0,300,">100","<15","30","18,1","","<300","B911","gruen",1,1
517,344353,"2019-05-29",200,15,15,17.8,0,300,"200","15","15","17,8","","<300","B915","gruen",1,1
518,344363,"2019-05-29",110,15,15,17.4,0,300,"110","<15","<15","17,4","","<300","B936","gruen",1,1
519,344318,"2019-05-29",150,15,15,17.1,0,300,"150","<15","<15","17,1","","<300","B910","gelb",3,3
520,344356,"2019-06-04",150,15,15,24.6,0,910,">150","15","<15","24,6","","910","B955","gruen",1,1
521,344320,"2019-06-05",120,15,15,24.8,0,300,"120","15","<15","24,8","","<300","B225","gruen",1,1
522,344350,"2019-06-06",100,15,15,26.8,0,300,"100","<15","<15","26,8","","<300","B332","gruen",1,1
523,344321,"2019-06-05",100,15,15,25.2,0,300,"100","15","<15","25,2","","<300","B105","gruen",1,1
524,344322,"2019-06-05",150,15,15,24.7,0,300,"150","<15","<15","24,7","","<300","B118","gruen",1,1
525,344323,"2019-06-05",120,15,15,24.4,0,300,"120","<15","15","24,4","","<300","B230","gruen",1,1
526,344340,"2019-06-06",200,30,15,24.4,0,300,">200","30","15","24,4","","<300","B961","gelb",3,3
527,344338,"2019-06-06",200,15,15,24.8,0,300,">200","15","<15","24,8","","<300","B962","gelb",3,3
528,344326,"2019-06-05",140,15,15,25,0,360,"140","<15","<15","25","","360","B224","gruen",1,1
529,344325,"2019-06-05",110,15,15,24.5,0,300,"110","<15","<15","24,5","","<300","B226","gruen",1,1
530,344359,"2019-06-06",110,15,15,24.7,0,300,"110","<15","<15","24,7","","<300","B330","gruen",1,1
531,344351,"2019-06-06",100,77,15,25.8,0,300,"100","77","<15","25,8","","<300","B329","gruen",1,1
532,344328,"2019-06-05",140,15,15,24.6,0,300,"140","15","<15","24,6","","<300","B112","gruen",1,1
533,344358,"2019-06-06",100,15,15,24.8,0,300,">100","15","15","24,8","","300","B331","gruen",1,1
534,344329,"2019-06-05",140,15,15,23.2,0,360,"140","<15","<15","23,2","","360","B116","gruen",1,1
535,344331,"2019-06-05",140,15,30,25.4,0,300,"140","<15","30","25,4","","<300","B215","gruen",1,1
536,344332,"2019-06-05",120,15,15,24.5,0,300,"120","<15","<15","24,5","","<300","B220","gruen",1,1
537,344333,"2019-06-05",120,15,15,24.6,0,300,"120","<15","<15","24,6","","<300","B227","gruen",1,1
538,344337,"2019-06-11",130,15,15,24,0,300,"130","<15","<15","24","","<300","B304","gruen",1,1
539,344341,"2019-06-11",130,15,15,24.2,0,300,"130","<15","<15","24,2","","<300","B302","gruen",1,1